Loci,Samples,Length,Gap_Ratio,Observed_Res,Entropy,Pi,PD,PD_stem,PD_stem_SD,PD_terminal,PD_terminal_SD,Tree_Res,Total_GC
tRNA-trnS_GGA,286,102,14.8567%,32.1678%,0.52642057,0.03266386,0.00739013,0.00463544,0.00014311,0.00275469,0.00003092,20.6294%,51.3206%
tRNA-trnS_TGA,8,93,0.6720%,100.0000%,1.00000000,0.06835637,0.02664059,0.00797699,0.00063827,0.01866360,0.00306675,50.0000%,49.5264%
tRNA-trnS_UGA,285,96,4.2617%,63.5088%,0.85428602,0.07383479,0.00858472,0.00310347,0.00002372,0.00548125,0.00003147,35.0877%,49.1296%
tRNA-trnT,6,73,0.9132%,66.6667%,0.69342640,0.14520548,0.05804946,0.05106260,0.02553085,0.00698685,0.00177814,33.3333%,50.4608%
tRNA-trnT_CGU,6,80,4.5833%,83.3333%,0.87104906,0.28666667,0.14372870,0.13928834,0.06411483,0.00444035,0.00081288,50.0000%,55.0218%
tRNA-trnT_GGT,8,72,0.0000%,50.0000%,0.60375937,0.03273810,0.01279902,0.00351159,0.00087777,0.00928743,0.00307139,50.0000%,48.6111%
tRNA-trnT_GGU,282,92,21.6620%,23.4043%,0.44063527,0.02424960,0.00669324,0.00151735,0.00001847,0.00517588,0.00009638,13.1206%,48.6322%
tRNA-trnT_TGT,8,73,0.1712%,87.5000%,0.91666667,0.02886497,0.01220579,0.00346838,0.00000957,0.00873741,0.00174018,25.0000%,53.5163%
tRNA-trnT_UGU,284,80,8.6928%,25.7042%,0.50415995,0.02459532,0.00388567,0.00175704,0.00001975,0.00212863,0.00002686,16.5493%,53.0827%
tRNA-trnUNKNOWN_CUA,2,80,0.0000%,50.0000%,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,55.0000%
tRNA-trnUNKNOWN_UCA,2,93,0.0000%,100.0000%,1.00000000,0.03225806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,50.0000%
tRNA-trnUNKNOWN_UUA,2,85,0.0000%,100.0000%,1.00000000,0.03529412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,47.0588%
tRNA-trnV,8,76,7.4013%,100.0000%,1.00000000,0.25328947,0.08222284,0.05091797,0.01132792,0.03130487,0.00842987,25.0000%,49.9112%
tRNA-trnV_AAC,2,72,0.0000%,100.0000%,1.00000000,0.01388889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,53.4722%
tRNA-trnV_CAC,3,82,10.5691%,66.6667%,0.57938016,0.42276423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,54.0909%
tRNA-trnV_GAC,297,74,2.9894%,13.8047%,0.21503198,0.02069545,0.00523790,0.00348465,0.00016586,0.00175325,0.00002463,7.0707%,48.5906%
tRNA-trnV_TAC,3,76,2.6316%,100.0000%,1.00000000,0.04385965,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,52.2523%
tRNA-trnV_UAC,265,685,88.7757%,27.1698%,0.55055334,0.01321160,0.00698519,0.00328049,0.00014049,0.00370470,0.00008885,12.4528%,50.6994%
tRNA-trnW,5,74,0.0000%,100.0000%,1.00000000,0.03783784,0.01950812,0.00555191,0.00000117,0.01395622,0.00308525,40.0000%,51.8919%
tRNA-trnW_CCA,297,75,1.4860%,24.5791%,0.50800641,0.03201656,0.02249287,0.02076348,0.00123816,0.00172939,0.00002084,17.1717%,51.3990%
tRNA-trnY,5,84,0.0000%,40.0000%,0.31091751,0.00476190,0.00240775,0.00000020,0.00000010,0.00240755,0.00096292,20.0000%,54.5238%
tRNA-trnY_GTA,8,84,0.0000%,62.5000%,0.66666667,0.02848639,0.01232348,0.00301797,0.00075445,0.00930552,0.00170736,37.5000%,55.3571%
tRNA-trnY_GUA,288,94,10.6752%,20.4861%,0.40852812,0.02423322,0.00599149,0.00432765,0.00020208,0.00166384,0.00002111,15.6250%,54.8921%
